GEOID,year,zhvi_avg_weighted
18011810605,2015,115207.83816666667
18011810605,2016,121420.51963333333
18011810605,2017,129859.31399166667
18011810605,2018,140764.43826666666
18011810605,2019,152505.01014166666
18011810605,2020,164908.19486666666
18011810605,2021,193778.387475
18011810605,2022,228090.73065833334
18011810605,2023,235214.31639166665
18057110805,2015,178643.61975
18057110805,2016,185453.44285833332
18057110805,2017,197683.83703333334
18057110805,2018,212719.56846666668
18057110805,2019,224514.97631666667
18057110805,2020,238943.44776666665
18057110805,2021,274843.036725
18057110805,2022,313981.685525
18057110805,2023,318192.01886666665
18057110807,2015,178643.61975
18057110807,2016,185453.44285833332
18057110807,2017,197683.83703333334
18057110807,2018,212719.56846666668
18057110807,2019,224514.97631666667
18057110807,2020,238943.44776666665
18057110807,2021,274843.036725
18057110807,2022,313981.685525
18057110807,2023,318192.01886666665
18057110810,2015,178643.61975000004
18057110810,2016,185453.44285833332
18057110810,2017,197683.83703333334
18057110810,2018,212719.56846666668
18057110810,2019,224514.97631666667
18057110810,2020,238943.44776666665
18057110810,2021,274843.036725
18057110810,2022,313981.685525
18057110810,2023,318192.01886666665
18057110813,2015,178643.61975
18057110813,2016,185453.44285833332
18057110813,2017,197683.83703333334
18057110813,2018,212719.56846666668
18057110813,2019,224514.97631666667
18057110813,2020,238943.44776666665
18057110813,2021,274843.036725
18057110813,2022,313981.685525
18057110813,2023,318192.0188666667
18057110822,2015,178643.61975
18057110822,2016,185453.44285833332
18057110822,2017,197683.83703333334
18057110822,2018,212719.56846666668
18057110822,2019,224514.97631666667
18057110822,2020,238943.44776666665
18057110822,2021,274843.036725
18057110822,2022,313981.685525
18057110822,2023,318192.01886666665
18057111006,2015,157236.6096
18057111006,2016,166835.80404166668
18057111006,2017,176980.04979166668
18057111006,2018,190577.996625
18057111006,2019,201082.11748333334
18057111006,2020,215389.70645
18057111006,2021,246181.45106666666
18057111006,2022,283236.707275
18057111006,2023,299931.0927166667
18057111101,2015,157236.6096
18057111101,2016,166835.80404166668
18057111101,2017,176980.04979166668
18057111101,2018,190577.996625
18057111101,2019,201082.11748333334
18057111101,2020,215389.70644999997
18057111101,2021,246181.45106666666
18057111101,2022,283236.707275
18057111101,2023,299931.0927166667
18057111103,2015,136504.7450240211
18057111103,2016,143072.4962023626
18057111103,2017,152305.83440111886
18057111103,2018,163804.61297820357
18057111103,2019,174641.11738095587
18057111103,2020,189478.0862125866
18057111103,2021,219955.0212906114
18057111103,2022,253033.34896919885
18057111103,2023,259869.55733918562
18057111104,2015,157236.6096
18057111104,2016,166835.80404166668
18057111104,2017,176980.04979166668
18057111104,2018,190577.996625
18057111104,2019,201082.11748333334
18057111104,2020,215389.70645
18057111104,2021,246181.45106666666
18057111104,2022,283236.707275
18057111104,2023,299931.0927166667
18059410801,2015,96315.69182395702
18059410801,2016,101810.77134230672
18059410801,2017,110696.45653409476
18059410801,2018,122094.0347258756
18059410801,2019,132817.14534958813
18059410801,2020,143893.6214090659
18059410801,2021,169797.79156276886
18059410801,2022,198641.3160944825
18059410801,2023,204998.5143112885
18059410802,2015,143836.608125
18059410802,2016,151646.2915
18059410802,2017,162296.837775
18059410802,2018,175020.48475
18059410802,2019,185764.93986666665
18059410802,2020,200063.27285
18059410802,2021,238133.75994166665
18059410802,2022,278156.27324999997
18059410802,2023,277798.65036666667
18059410901,2015,95732.36281611866
18059410901,2016,101239.36730626522
18059410901,2017,110041.56393636121
18059410901,2018,121515.81785581572
18059410901,2019,132273.2389765726
18059410901,2020,143335.94016756787
18059410901,2021,169218.66099520598
18059410901,2022,198164.0608101196
18059410901,2023,204459.77593938232
18059410902,2015,96104.4670475
18059410902,2016,101589.25842916667
18059410902,2017,110467.099025
18059410902,2018,121858.783
18059410902,2019,132581.79875
18059410902,2020,143643.95404166667
18059410902,2021,169494.046375
18059410902,2022,198287.88164166667
18059410902,2023,204674.92643333334
18063210106,2015,227560.33515457192
18063210106,2016,234391.49559510563
18063210106,2017,246082.5082817194
18063210106,2018,260781.2302878254
18063210106,2019,273245.5188550851
18063210106,2020,291574.20295108
18063210106,2021,336353.516684068
18063210106,2022,383267.47913321434
18063210106,2023,392408.5198321394
18063210107,2015,228820.49659999998
18063210107,2016,235642.5755
18063210107,2017,247370.71655000004
18063210107,2018,262092.05987499998
18063210107,2019,274565.80761666666
18063210107,2020,292946.1709833333
18063210107,2021,337888.13875
18063210107,2022,384955.559975
18063210107,2023,394134.44823333336
18063210108,2015,135421.21570833333
18063210108,2016,142916.39039166667
18063210108,2017,151892.691625
18063210108,2018,164937.41254166665
18063210108,2019,176710.07544166668
18063210108,2020,191260.13060833333
18063210108,2021,224146.68290833334
18063210108,2022,259840.212825
18063210108,2023,266213.956675
18063210109,2015,135421.21570833333
18063210109,2016,142916.39039166667
18063210109,2017,151892.691625
18063210109,2018,164937.41254166665
18063210109,2019,176710.07544166668
18063210109,2020,191260.13060833336
18063210109,2021,224146.68290833334
18063210109,2022,259840.212825
18063210109,2023,266213.956675
18063210607,2015,119743.915025
18063210607,2016,125458.43864166667
18063210607,2017,134002.53846666668
18063210607,2018,144880.38763333333
18063210607,2019,156545.663825
18063210607,2020,170556.576225
18063210607,2021,201566.92879166664
18063210607,2022,237488.67648333337
18063210607,2023,244759.55299166666
18063210608,2015,119743.915025
18063210608,2016,125458.43864166667
18063210608,2017,134002.53846666668
18063210608,2018,144880.38763333333
18063210608,2019,156545.663825
18063210608,2020,170556.576225
18063210608,2021,201566.92879166667
18063210608,2022,237488.67648333334
18063210608,2023,244759.55299166666
18063210611,2015,135421.21570833333
18063210611,2016,142916.39039166667
18063210611,2017,151892.691625
18063210611,2018,164937.41254166665
18063210611,2019,176710.07544166668
18063210611,2020,191260.13060833333
18063210611,2021,224146.68290833334
18063210611,2022,259840.21282500002
18063210611,2023,266213.956675
18063210614,2015,119743.91502499998
18063210614,2016,125458.43864166667
18063210614,2017,134002.53846666668
18063210614,2018,144880.38763333333
18063210614,2019,156545.663825
18063210614,2020,170556.576225
18063210614,2021,201566.92879166667
18063210614,2022,237488.67648333331
18063210614,2023,244759.55299166666
18063210616,2015,135421.21570833333
18063210616,2016,142916.39039166667
18063210616,2017,151892.691625
18063210616,2018,164937.41254166665
18063210616,2019,176710.07544166668
18063210616,2020,191260.13060833333
18063210616,2021,224146.68290833334
18063210616,2022,259840.212825
18063210616,2023,266213.956675
18063210617,2015,135421.21570833333
18063210617,2016,142916.39039166667
18063210617,2017,151892.691625
18063210617,2018,164937.41254166668
18063210617,2019,176710.07544166665
18063210617,2020,191260.1306083333
18063210617,2021,224146.68290833334
18063210617,2022,259840.21282500002
18063210617,2023,266213.956675
18097310104,2015,115207.83816666668
18097310104,2016,121420.51963333333
18097310104,2017,129859.31399166668
18097310104,2018,140764.43826666666
18097310104,2019,152505.01014166666
18097310104,2020,164908.19486666666
18097310104,2021,193778.387475
18097310104,2022,228090.7306583333
18097310104,2023,235214.31639166665
18097310105,2015,155455.43020336123
18097310105,2016,161883.99236169748
18097310105,2017,171488.0466966833
18097310105,2018,183745.0769086189
18097310105,2019,195745.3783206235
18097310105,2020,210265.99477213665
18097310105,2021,244829.6572701623
18097310105,2022,283660.5214043845
18097310105,2023,291512.2036251945
18097310106,2015,120336.57304844595
18097310106,2016,126634.76263269642
18097310106,2017,135264.89955250002
18097310106,2018,146312.98804043545
18097310106,2019,157835.8418021218
18097310106,2020,170825.13198957243
18097310106,2021,200082.26135851318
18097310106,2022,234097.42812997426
18097310106,2023,241151.8074608238
18097310108,2015,119107.92004802512
18097310108,2016,125530.27874191555
18097310108,2017,134145.34875711243
18097310108,2018,146286.91843218636
18097310108,2019,158099.46790201677
18097310108,2020,171608.1673777529
18097310108,2021,201504.5962839283
18097310108,2022,234306.27454707347
18097310108,2023,241217.38367081553
18097310110,2015,95992.61305916667
18097310110,2016,100894.83312166667
18097310110,2017,108998.05251666668
18097310110,2018,119859.89192500002
18097310110,2019,131728.95911666667
18097310110,2020,143762.09798333334
18097310110,2021,169421.63805833334
18097310110,2022,198125.67473333335
18097310110,2023,205798.2096
18097310111,2015,95992.61305916666
18097310111,2016,100894.83312166667
18097310111,2017,108998.05251666666
18097310111,2018,119859.89192500002
18097310111,2019,131728.95911666667
18097310111,2020,143762.09798333334
18097310111,2021,169421.63805833334
18097310111,2022,198125.67473333335
18097310111,2023,205798.2096
18097310112,2015,228820.49659999995
18097310112,2016,235642.57550000004
18097310112,2017,247370.71655
18097310112,2018,262092.059875
18097310112,2019,274565.80761666666
18097310112,2020,292946.1709833333
18097310112,2021,337888.13875
18097310112,2022,384955.559975
18097310112,2023,394134.44823333336
18097310113,2015,228762.35437021212
18097310113,2016,235584.8522808226
18097310113,2017,247311.28027584584
18097310113,2018,262031.57988226035
18097310113,2019,274504.89118977485
18097310113,2020,292882.8701413005
18097310113,2021,337817.33325986326
18097310113,2022,384877.6740941395
18097310113,2023,394054.81611471577
18097310201,2015,115207.83816666667
18097310201,2016,121420.51963333332
18097310201,2017,129859.31399166667
18097310201,2018,140764.43826666666
18097310201,2019,152505.01014166666
18097310201,2020,164908.19486666666
18097310201,2021,193778.387475
18097310201,2022,228090.73065833334
18097310201,2023,235214.31639166665
18097310203,2015,150697.0160495552
18097310203,2016,157100.05494831764
18097310203,2017,166566.34229439363
18097310203,2018,178663.53863753373
18097310203,2019,190633.13260488128
18097310203,2020,204903.4081890956
18097310203,2021,238793.9400391391
18097310203,2022,277090.58602616447
18097310203,2023,284856.18646031286
18097310204,2015,116343.46807832306
18097310204,2016,122575.08317643215
18097310204,2017,131056.2455536215
18097310204,2018,141993.0256736297
18097310204,2019,153685.38932428442
18097310204,2020,166218.3524273614
18097310204,2021,195174.22249210338
18097310204,2022,229420.76340057945
18097310204,2023,236529.0251090703
18097310305,2015,95992.61305916667
18097310305,2016,100894.83312166667
18097310305,2017,108998.05251666666
18097310305,2018,119859.891925
18097310305,2019,131728.95911666667
18097310305,2020,143762.09798333334
18097310305,2021,169421.63805833334
18097310305,2022,198125.67473333332
18097310305,2023,205798.20960000003
18097310306,2015,95992.61305916667
18097310306,2016,100894.83312166667
18097310306,2017,108998.05251666666
18097310306,2018,119859.89192500002
18097310306,2019,131728.95911666667
18097310306,2020,143762.09798333334
18097310306,2021,169421.63805833334
18097310306,2022,198125.67473333335
18097310306,2023,205798.2096
18097310308,2015,118322.1017006738
18097310308,2016,124472.23219320136
18097310308,2017,134094.43484752992
18097310308,2018,146238.3607205286
18097310308,2019,157534.14951020927
18097310308,2020,170336.21167600632
18097310308,2021,201169.96138966997
18097310308,2022,233071.7054115815
18097310308,2023,239991.097345977
18097310309,2015,95992.61305916667
18097310309,2016,100894.83312166667
18097310309,2017,108998.05251666668
18097310309,2018,119859.891925
18097310309,2019,131728.95911666667
18097310309,2020,143762.09798333334
18097310309,2021,169421.63805833337
18097310309,2022,198125.67473333335
18097310309,2023,205798.2096
18097310310,2015,95992.61305916667
18097310310,2016,100894.83312166667
18097310310,2017,108998.05251666666
18097310310,2018,119859.891925
18097310310,2019,131728.95911666667
18097310310,2020,143762.09798333334
18097310310,2021,169421.63805833334
18097310310,2022,198125.67473333335
18097310310,2023,205798.2096
18097310311,2015,123076.41092728362
18097310311,2016,129492.24173058472
18097310311,2017,139437.86048462044
18097310311,2018,151854.76329883482
18097310311,2019,163028.4918461277
18097310311,2020,175994.27021672917
18097310311,2021,207929.692835691
18097310311,2022,240512.2804625546
18097310311,2023,247271.31608743762
18097310312,2015,95992.61305916666
18097310312,2016,100894.83312166667
18097310312,2017,108998.05251666666
18097310312,2018,119859.89192500002
18097310312,2019,131728.95911666667
18097310312,2020,143762.09798333334
18097310312,2021,169421.63805833334
18097310312,2022,198125.67473333335
18097310312,2023,205798.2096
18097320105,2015,161009.02971666667
18097320105,2016,167985.32516666668
18097320105,2017,178132.86788333333
18097320105,2018,190314.706875
18097320105,2019,200110.98854166665
18097320105,2020,217748.27664166666
18097320105,2021,250073.93440833333
18097320105,2022,281732.40015833336
18097320105,2023,288237.951275
18097320106,2015,161009.02971666667
18097320106,2016,167985.32516666668
18097320106,2017,178132.86788333333
18097320106,2018,190314.706875
18097320106,2019,200110.98854166665
18097320106,2020,217748.27664166666
18097320106,2021,250073.93440833333
18097320106,2022,281732.40015833336
18097320106,2023,288237.951275
18097320107,2015,161009.02971666667
18097320107,2016,167985.32516666668
18097320107,2017,178132.86788333333
18097320107,2018,190314.706875
18097320107,2019,200110.98854166665
18097320107,2020,217748.27664166666
18097320107,2021,250073.93440833333
18097320107,2022,281732.40015833336
18097320107,2023,288237.951275
18097320108,2015,161009.02971666667
18097320108,2016,167985.32516666668
18097320108,2017,178132.86788333333
18097320108,2018,190314.70687500003
18097320108,2019,200110.98854166668
18097320108,2020,217748.27664166663
18097320108,2021,250073.93440833333
18097320108,2022,281732.40015833336
18097320108,2023,288237.951275
18097320109,2015,161009.02971666667
18097320109,2016,167985.32516666668
18097320109,2017,178132.86788333333
18097320109,2018,190314.706875
18097320109,2019,200110.98854166665
18097320109,2020,217748.27664166666
18097320109,2021,250073.93440833336
18097320109,2022,281732.40015833336
18097320109,2023,288237.951275
18097320202,2015,187921.6862
18097320202,2016,194918.38994166668
18097320202,2017,208404.9739166667
18097320202,2018,222197.39515
18097320202,2019,234107.307275
18097320202,2020,250932.46848333333
18097320202,2021,288538.1734833333
18097320202,2022,321723.1966
18097320202,2023,324987.68326666666
18097320206,2015,157236.6096
18097320206,2016,166835.80404166668
18097320206,2017,176980.04979166668
18097320206,2018,190577.996625
18097320206,2019,201082.11748333334
18097320206,2020,215389.70645
18097320206,2021,246181.45106666666
18097320206,2022,283236.707275
18097320206,2023,299931.0927166667
18097320301,2015,187921.6862
18097320301,2016,194918.38994166668
18097320301,2017,208404.97391666667
18097320301,2018,222197.39515
18097320301,2019,234107.307275
18097320301,2020,250932.46848333333
18097320301,2021,288538.1734833333
18097320301,2022,321723.1966
18097320301,2023,324987.68326666666
18097320305,2015,187921.6862
18097320305,2016,194918.38994166668
18097320305,2017,208404.97391666667
18097320305,2018,222197.39515
18097320305,2019,234107.307275
18097320305,2020,250932.46848333333
18097320305,2021,288538.1734833333
18097320305,2022,321723.1966000001
18097320305,2023,324987.68326666666
18097320306,2015,187921.6862
18097320306,2016,194918.38994166668
18097320306,2017,208404.97391666667
18097320306,2018,222197.39515
18097320306,2019,234107.30727500003
18097320306,2020,250932.46848333336
18097320306,2021,288538.1734833333
18097320306,2022,321723.1966
18097320306,2023,324987.6832666666
18097320400,2015,187921.6862
18097320400,2016,194918.38994166668
18097320400,2017,208404.97391666667
18097320400,2018,222197.39515
18097320400,2019,234107.30727500003
18097320400,2020,250932.46848333333
18097320400,2021,288538.1734833333
18097320400,2022,321723.1966
18097320400,2023,324987.68326666666
18097320500,2015,187921.6862
18097320500,2016,194918.38994166668
18097320500,2017,208404.9739166667
18097320500,2018,222197.39515
18097320500,2019,234107.30727500003
18097320500,2020,250932.46848333333
18097320500,2021,288538.1734833333
18097320500,2022,321723.1966
18097320500,2023,324987.68326666666
18097320600,2015,187921.6862
18097320600,2016,194918.38994166668
18097320600,2017,208404.97391666667
18097320600,2018,222197.39515
18097320600,2019,234107.30727499997
18097320600,2020,250932.46848333333
18097320600,2021,288538.1734833333
18097320600,2022,321723.1966
18097320600,2023,324987.68326666666
18097320700,2015,187901.66147002138
18097320700,2016,194898.35002661965
18097320700,2017,208382.44954232345
18097320700,2018,222173.67239992166
18097320700,2019,234082.0118492837
18097320700,2020,250907.77733173335
18097320700,2021,288509.553640406
18097320700,2022,321693.44090119447
18097320700,2023,324960.3391261737
18097320800,2015,163374.33097760344
18097320800,2016,170352.42007283663
18097320800,2017,180793.42465951774
18097320800,2018,193116.8146054507
18097320800,2019,203098.85915997444
18097320800,2020,220664.77100018048
18097320800,2021,253454.48189317243
18097320800,2022,285247.11381389236
18097320800,2023,291467.81405249314
18097320901,2015,161009.02971666667
18097320901,2016,167985.32516666668
18097320901,2017,178132.86788333333
18097320901,2018,190314.706875
18097320901,2019,200110.98854166665
18097320901,2020,217748.27664166663
18097320901,2021,250073.93440833333
18097320901,2022,281732.40015833336
18097320901,2023,288237.951275
18097320902,2015,161009.02971666667
18097320902,2016,167985.32516666668
18097320902,2017,178132.86788333333
18097320902,2018,190314.706875
18097320902,2019,200110.98854166665
18097320902,2020,217748.27664166666
18097320902,2021,250073.93440833333
18097320902,2022,281732.40015833336
18097320902,2023,288237.951275
18097320903,2015,160894.02665995018
18097320903,2016,167868.4047375137
18097320903,2017,178011.65692640765
18097320903,2018,190190.29019154183
18097320903,2019,199991.45381235715
18097320903,2020,217615.59950564406
18097320903,2021,249932.5808811048
18097320903,2022,281597.71030090586
18097320903,2023,288104.8132520919
18097321001,2015,127221.36059375203
18097321001,2016,133848.0402542359
18097321001,2017,144034.63112747364
18097321001,2018,156647.41895316052
18097321001,2019,167711.46240700406
18097321001,2020,180866.3763562788
18097321001,2021,213632.7434371195
18097321001,2022,246737.31236882188
18097321001,2023,253371.9995315769
18097321002,2015,126795.58834481006
18097321002,2016,133419.10160965033
18097321002,2017,143617.67754099416
18097321002,2018,156249.11461841463
18097321002,2019,167328.0538533703
18097321002,2020,180423.31803851583
18097321002,2021,213223.30846322124
18097321002,2022,246338.30435511284
18097321002,2023,252970.61403750966
18097321100,2015,121765.63654501547
18097321100,2016,127932.43904248897
18097321100,2017,137626.23011881887
18097321100,2018,150314.0391245018
18097321100,2019,161840.8796858982
18097321100,2020,175660.23418479788
18097321100,2021,208154.25801995402
18097321100,2022,240073.2756228832
18097321100,2023,246303.71282762033
18097321200,2015,169359.49025462708
18097321200,2016,175687.62083156957
18097321200,2017,187988.9597548777
18097321200,2018,201689.85218451498
18097321200,2019,214114.96029817426
18097321200,2020,230982.72885980853
18097321200,2021,267434.19291074347
18097321200,2022,299160.7681425274
18097321200,2023,302471.0067918918
18097321300,2015,187921.6862
18097321300,2016,194918.38994166668
18097321300,2017,208404.9739166667
18097321300,2018,222197.39514999997
18097321300,2019,234107.30727499997
18097321300,2020,250932.46848333336
18097321300,2021,288538.1734833333
18097321300,2022,321723.1966
18097321300,2023,324987.68326666666
18097321400,2015,187921.6862
18097321400,2016,194918.38994166668
18097321400,2017,208404.97391666667
18097321400,2018,222197.39515
18097321400,2019,234107.307275
18097321400,2020,250932.4684833333
18097321400,2021,288538.1734833333
18097321400,2022,321723.1966
18097321400,2023,324987.68326666666
18097321600,2015,133554.9182534507
18097321600,2016,140558.0257741516
18097321600,2017,153609.61037074545
18097321600,2018,170098.5586737192
18097321600,2019,183196.79228555335
18097321600,2020,200149.49375314146
18097321600,2021,233597.80671786334
18097321600,2022,261771.77290430336
18097321600,2023,263808.1514768644
18097321700,2015,169763.00763782425
18097321700,2016,177304.0769055194
18097321700,2017,191318.71084600242
18097321700,2018,206889.53846755714
18097321700,2019,219656.09916144214
18097321700,2020,237126.6890515014
18097321700,2021,273871.695091243
18097321700,2022,305296.12570845225
18097321700,2023,307745.8278716391
18097321800,2015,141423.2023061623
18097321800,2016,146784.15760943395
18097321800,2017,157475.73924770707
18097321800,2018,171218.81017931094
18097321800,2019,184557.2326948969
18097321800,2020,201497.82472735504
18097321800,2021,236374.69897133304
18097321800,2022,265861.09462389495
18097321800,2023,269056.92480564845
18097321900,2015,68376.73592338165
18097321900,2016,71259.45894756753
18097321900,2017,77685.41162018412
18097321900,2018,91489.8814678423
18097321900,2019,107095.50249397206
18097321900,2020,124263.8251186267
18097321900,2021,154869.70199391185
18097321900,2022,178521.32896415427
18097321900,2023,181548.40884268246
18097322000,2015,68182.97756332814
18097322000,2016,71037.42320271123
18097322000,2017,77422.35210798291
18097322000,2018,91194.00838722987
18097322000,2019,106800.16237761879
18097322000,2020,123958.07630064698
18097322000,2021,154548.86426668975
18097322000,2022,178190.8145947557
18097322000,2023,181231.90134475695
18097322100,2015,112133.78895
18097322100,2016,121402.481725
18097322100,2017,137092.95935833332
18097322100,2018,158307.81940833334
18097322100,2019,173793.07945833332
18097322100,2020,193312.03154166666
18097322100,2021,227325.48371666667
18097322100,2022,253162.41688333335
18097322100,2023,253026.28141666666
18097322200,2015,112133.78895
18097322200,2016,121402.481725
18097322200,2017,137092.95935833332
18097322200,2018,158307.81940833337
18097322200,2019,173793.07945833332
18097322200,2020,193312.03154166666
18097322200,2021,227325.48371666667
18097322200,2022,253162.41688333332
18097322200,2023,253026.28141666666
18097322300,2015,112133.78895000002
18097322300,2016,121402.48172499999
18097322300,2017,137092.95935833332
18097322300,2018,158307.81940833334
18097322300,2019,173793.07945833332
18097322300,2020,193312.03154166666
18097322300,2021,227325.48371666667
18097322300,2022,253162.41688333332
18097322300,2023,253026.28141666664
18097322400,2015,112133.78895
18097322400,2016,121402.48172500002
18097322400,2017,137092.95935833332
18097322400,2018,158307.81940833334
18097322400,2019,173793.07945833335
18097322400,2020,193312.03154166666
18097322400,2021,227325.48371666667
18097322400,2022,253162.41688333332
18097322400,2023,253026.28141666666
18097322500,2015,112133.78895
18097322500,2016,121402.48172499999
18097322500,2017,137092.95935833332
18097322500,2018,158307.81940833334
18097322500,2019,173793.07945833332
18097322500,2020,193312.03154166666
18097322500,2021,227325.48371666667
18097322500,2022,253162.4168833333
18097322500,2023,253026.28141666664
18097322601,2015,106308.14908213244
18097322601,2016,114926.79718604028
18097322601,2017,129883.57380420768
18097322601,2018,150225.92276203883
18097322601,2019,165112.94079597775
18097322601,2020,183923.30908836864
18097322601,2021,217079.21292548746
18097322601,2022,242546.1487817558
18097322601,2023,242625.873297012
18097322602,2015,111657.52543042086
18097322602,2016,120855.71845790972
18097322602,2017,136454.76862383244
18097322602,2018,157579.03484157834
18097322602,2019,173014.8816466913
18097322602,2020,192456.50932971382
18097322602,2021,226364.85244357525
18097322602,2022,252169.1932075853
18097322602,2023,252074.94581529702
18097322700,2015,60584.7104732131
18097322700,2016,62280.47534574067
18097322700,2017,68179.73084216847
18097322700,2018,79653.09090968485
18097322700,2019,89791.71595450095
18097322700,2020,101005.84374632993
18097322700,2021,123759.05344507337
18097322700,2022,146076.09470466446
18097322700,2023,150393.16901917927
18097330103,2015,178643.61975
18097330103,2016,185453.44285833332
18097330103,2017,197683.83703333334
18097330103,2018,212719.56846666668
18097330103,2019,224514.97631666667
18097330103,2020,238943.44776666665
18097330103,2021,274843.036725
18097330103,2022,313981.685525
18097330103,2023,318192.01886666665
18097330105,2015,178643.61975
18097330105,2016,185453.44285833332
18097330105,2017,197683.83703333334
18097330105,2018,212719.56846666668
18097330105,2019,224514.97631666667
18097330105,2020,238943.44776666665
18097330105,2021,274843.036725
18097330105,2022,313981.685525
18097330105,2023,318192.01886666665
18097330106,2015,178643.61975
18097330106,2016,185453.44285833332
18097330106,2017,197683.83703333334
18097330106,2018,212719.56846666668
18097330106,2019,224514.97631666667
18097330106,2020,238943.44776666665
18097330106,2021,274843.036725
18097330106,2022,313981.685525
18097330106,2023,318192.01886666665
18097330107,2015,178643.61975
18097330107,2016,185453.44285833332
18097330107,2017,197683.83703333334
18097330107,2018,212719.56846666668
18097330107,2019,224514.97631666667
18097330107,2020,238943.44776666665
18097330107,2021,274843.036725
18097330107,2022,313981.685525
18097330107,2023,318192.01886666665
18097330108,2015,178643.61975
18097330108,2016,185453.44285833332
18097330108,2017,197683.83703333334
18097330108,2018,212719.56846666668
18097330108,2019,224514.97631666667
18097330108,2020,238943.44776666662
18097330108,2021,274843.036725
18097330108,2022,313981.685525
18097330108,2023,318192.01886666665
18097330109,2015,178643.61975000004
18097330109,2016,185453.44285833332
18097330109,2017,197683.83703333334
18097330109,2018,212719.56846666668
18097330109,2019,224514.97631666667
18097330109,2020,238943.44776666665
18097330109,2021,274843.036725
18097330109,2022,313981.685525
18097330109,2023,318192.01886666665
18097330204,2015,90782.15668333333
18097330204,2016,96584.66833666667
18097330204,2017,104380.55224166666
18097330204,2018,116953.25710833333
18097330204,2019,128168.38245
18097330204,2020,139238.34589166666
18097330204,2021,165555.13265833334
18097330204,2022,196516.83783333332
18097330204,2023,201597.56905
18097330210,2015,90782.15668333333
18097330210,2016,96584.66833666667
18097330210,2017,104380.55224166666
18097330210,2018,116953.25710833335
18097330210,2019,128168.38245000002
18097330210,2020,139238.34589166666
18097330210,2021,165555.13265833334
18097330210,2022,196516.83783333332
18097330210,2023,201597.56905
18097330211,2015,90782.15668333333
18097330211,2016,96584.66833666667
18097330211,2017,104380.55224166666
18097330211,2018,116953.25710833333
18097330211,2019,128168.38245
18097330211,2020,139238.34589166666
18097330211,2021,165555.13265833334
18097330211,2022,196516.83783333332
18097330211,2023,201597.56905000002
18097330212,2015,90782.15668333333
18097330212,2016,96584.66833666667
18097330212,2017,104380.55224166666
18097330212,2018,116953.25710833333
18097330212,2019,128168.38245
18097330212,2020,139238.34589166666
18097330212,2021,165555.13265833334
18097330212,2022,196516.83783333332
18097330212,2023,201597.56904999996
18097330401,2015,180769.1488162865
18097330401,2016,187569.04688258565
18097330401,2017,200273.09210673466
